user_name,solo_rank_match_tier,solo_rank_match_score,party_rank_match_tier,party_rank_match_score,ouid
Lexus,MASTER II,2709.0,GRAND MASTER I,3132.0,396e17a699fb90fd735db12dee9d878d
다로,UNRANK,1750.0,UNRANK,1750.0,b82c698299929d817ddf3cec11c9f4ea
봉구,UNRANK,1438.0,SILVER III,1792.0,7c22577fe574631a09841def0bf2594d
myrose,GRAND MASTER III,3501.0,MASTER II,2749.0,0907186c545595489102a1612a8833a4
ruv,UNRANK,1613.0,GOLD I,1930.0,7c34db75cf3687c4796b1188029b1105
아재섭섭해~,UNRANK,2000.0,UNRANK,2000.0,c43a357091d510640782af11cfe390e6
효빵,LEGEND,3776.0,MASTER I,2501.0,87fbf16442eb0fc1013e211011e59337
찐상,UNRANK,1400.0,UNRANK,1400.0,4a5d548b87e3ec942a3050327a524e19
슛슛,UNRANK,1400.0,UNRANK,1400.0,955d17c31e06ca578cdcd27fbaf4d404
막고,MASTER II,2787.0,GOLD III,2311.0,f268d422def1300c344d38d5c7dd92c4
렁뚜,MASTER II,2799.0,GRAND MASTER I,3199.0,56cfeec2f18746698562b416fb147089
SOOP:뀨우♥,MASTER II,2605.0,GRAND MASTER I,3063.0,379939017e20de784bd7ccfc35516cf0
CindereIIaMan,UNRANK,1400.0,UNRANK,1400.0,a9280fd928de269ade81e1add5761d7e
siseulu,GOLD II,2017.0,GOLD II,2180.0,3044542e736279f9f8528527a0124d9f
브라,MASTER I,2599.0,MASTER II,2650.0,1a963170a056f4d0af3902ba540a9f5a
보다,GRAND MASTER II,3399.0,GRAND MASTER III,3450.0,0b618f91e7189d9e6a2f763ae1e7860c
챔필,GOLD III,2308.0,UNRANK,1800.0,0c464b65c0988d247d09d2f94a45890c
운명,UNRANK,1742.0,UNRANK,2079.0,18009d6772a34b26ab65b5c3dff5fdf7
맹이,GOLD III,2299.0,MASTER I,2599.0,ce9439ca59ebe33bfa52c53cd02968c1
케챂,UNRANK,1950.0,GOLD III,2272.0,729bbf6aa98a09b60f974707710b76fd
아레스,UNRANK,2400.0,UNRANK,2400.0,2cea2fabb79ee499c0c1751d5aa02de1
OneːTsukasa,GOLD III,2390.0,UNRANK,2000.0,92ca6756f34450f84215c32363044a37
찍찍,GOLD I,1999.0,GOLD III,2212.0,e792330af7df69124dbe45a80df29b2d
싸부,UNRANK,1470.0,UNRANK,1400.0,df5af515e27b615494d6693e56b0ed63
dszg5m80,UNRANK,1500.0,UNRANK,1500.0,8ef98852f8218ba377f605e1714cf3b5
코코5,MASTER I,2400.0,UNRANK,2000.0,4953b157d3f0a4cb029188c515451771
룽,GRAND MASTER I,3178.0,UNRANK,2400.0,5205b1df5bdc5777e521fb333df2213e
테디,UNRANK,2400.0,UNRANK,2400.0,cc8f1c7ddca740b2130d0b75ed5116d4
붠수,SILVER II,1508.0,UNRANK,1400.0,c549402aaa799801784cb89feaabf3d2
블랙야크13,GOLD I,1853.0,UNRANK,1800.0,dcd8c06d9286620d37ac7bde2c056704
성빈,UNRANK,2400.0,UNRANK,2400.0,cb5f1cfe33a48281ad3b2c0284c4ed61
영인핑,UNRANK,2350.0,GOLD III,2327.0,501a248233a2f67803af126dbddde632
숨다,UNRANK,1550.0,GOLD I,1954.0,d86834be8fd750a1de8197706a354655
당근,MASTER I,2467.0,MASTER II,2705.0,699f08dd9d661e0adfc2c3d6fbefb01c
카카오,MASTER II,2653.0,MASTER I,2591.0,08a0f75e671805b8d78b8662e46681c0
룡,UNRANK,2250.0,MASTER III,2999.0,a97b902fb4df840c106018b28005c6c1
버스,GRAND MASTER I,3106.0,MASTER III,2950.0,0a84e557e15a9426fe9f3bbffa0ef2b9
ah,GOLD I,1800.0,GOLD II,2187.0,1f86bfafdf027296c104b7d985d14e71
러닝제로,UNRANK,1400.0,GOLD II,2175.0,f1d419c22f9c81e4f4ab821cd31884d8
가사,GOLD III,2399.0,MASTER I,2547.0,cffd6904b3ef10b6e0353fcef1750689
하니'^',GOLD I,1850.0,UNRANK,1500.0,08d4d1fa0dcc4a7dddfb57728bfeb2ae
IIIIllIlllIl,SILVER III,1751.0,UNRANK,1800.0,9916598ae81bbbad03cb91129b06d217
필터,UNRANK,1423.0,GOLD I,1893.0,6aa748988f666571d9af07c17941cd25
Ol슬,SILVER II,1547.0,UNRANK,1400.0,b4775c8c1dd198d8a35b471a6d22f13d
힝힝,UNRANK,1400.0,UNRANK,1400.0,d1d1fb6bb1f68bf8f4948a355b5ffaa9
˙_˙,UNRANK,2495.0,GRAND MASTER III,3508.0,161197812850b4480adda8e1e5c22750
상사,UNRANK,1950.0,UNRANK,1950.0,62c861aa5601c86000d135dcf7c1862f
퀘샤매화♡,GOLD III,2249.0,UNRANK,1400.0,36c46d331d65cce5429e27aa4944c5ee
동영배,GOLD II,2089.0,MASTER I,2575.0,2cb4fc63b93d15eebc07245eca4e8c81
용아,SILVER II,1507.0,UNRANK,1550.0,93ff1b46406cf53dd8d596f65947a120
redrain,UNRANK,1750.0,GOLD I,1800.0,6bef44f445384fb289ad44abc92a1f1a
욱이,UNRANK,1750.0,UNRANK,1750.0,8e0e5a88ae6189345ff50ee07fe90b8f
강동희,GOLD II,2050.0,GOLD III,2399.0,a798cc38ba7b3f6d01659ab9ba803deb
술팽,GRAND MASTER II,3294.0,GRAND MASTER I,3089.0,a7b83e25e1ceb0b44c036bad7be1abae
포챠펭,SILVER III,1604.0,GOLD I,1965.0,ae9d6c9016f2af4d632113487414ef56
펀맨,UNRANK,2446.0,MASTER III,2955.0,c1bdf79dbe9e3a64f437f0ffa917d5a1
쫑쫑7,UNRANK,2400.0,UNRANK,2400.0,22780fd8fb59381e0600fb375ae87767
김애봉,UNRANK,1500.0,UNRANK,1500.0,48889886f501c39df6bed8b8989f1d26
모기슨냐,UNRANK,1550.0,UNRANK,1550.0,4236821c928469ae19441ace071dbbbe
향안,UNRANK,1750.0,UNRANK,1750.0,44bb2d0de3d2979a8af871f8734b091c
펭킹,GOLD II,2035.0,GOLD II,2042.0,ebbdb29332dd1412c0e0fe007ec9ada5
민승규,UNRANK,2685.0,GRAND MASTER III,3479.0,770d7f9d5847e2d8ecedd0f043108ad6
종혁,MASTER I,2400.0,GRAND MASTER II,3350.0,c27d1893afdebbde336433b9b1b46638
짭구,GRAND MASTER I,3081.0,MASTER I,2400.0,cea4a7c89a31eb7858193e4ff075fd9e
삼백원♥,SILVER II,1495.0,UNRANK,1358.0,89854a41147b30e24291ff44e007823b
욥,MASTER II,2799.0,MASTER II,2702.0,9236cae9ed7baa27ffa325e9db967f68
배유빈,UNRANK,1574.0,UNRANK,1400.0,7b7da41a193dcd80f799beb559c1fbad
화약통,UNRANK,1615.0,GOLD I,1839.0,181a42151308c7acd449d72395ec4dab
섹끈,MASTER III,2943.0,GOLD II,2177.0,c02fe29e9d4252356b1afcdd6cfc7af3
래쉬,UNRANK,1550.0,SILVER III,1747.0,d66a27fa856062aad4832b967246180f
@@@@@@@@@@@@@@@@,UNRANK,1400.0,UNRANK,1400.0,94090c9f956327d34ec48689b133234c
스피커,SILVER III,1779.0,MASTER I,2524.0,52ff4f416bdbe30d7f88364e11ebbaee
달모,MASTER I,2599.0,GRAND MASTER II,3280.0,64317f36e65e68577286e09bfbab022b
˛(｀¸.˛´)¸,SILVER II,1439.0,SILVER I,1207.0,c840493a42e0e9a57b6d82ccee9c8af4
빈,GRAND MASTER III,3599.0,UNRANK,2400.0,c31ff64f873a966d228a110d3280de3b
개미,UNRANK,2372.0,MASTER I,2536.0,15cf22393280cc9c3650ad74bdd92b59
아이꽁,BRONZE III,1139.0,SILVER I,1375.0,61d574ac8c25243e5d4b840f4ea982e9
탁동경,UNRANK,2450.0,UNRANK,2450.0,7dfb0592d0e22dad80c64662ee1fc059
승열,UNRANK,2350.0,UNRANK,2350.0,25f7fb7e5362200a33bc5d1d56cc95cf
onetop,SILVER III,1642.0,UNRANK,1438.0,052fe11aaad542264f5d569ef90ecc0e
의별,GOLD III,2243.0,UNRANK,2071.0,902ca6c817f436a3b76329976af98638
이긴게언제지,UNRANK,1926.0,UNRANK,1750.0,4026da40f0a74220556f3e1c4b2f5035
taein.lpz,UNRANK,1500.0,UNRANK,1500.0,2aa255cd2049dfc4a2e9f7e5b3177ab0
사위,UNRANK,1750.0,MASTER II,2616.0,2f8f42ef66aad8c17f96dee12590b3eb
일상으로,UNRANK,1400.0,UNRANK,1400.0,3b7e10dc8b96497c6f7e240d08e683cd
인간문아재,GOLD I,1975.0,GOLD II,2027.0,2003571051f8469837c21fcae33ed70c
로이스☆,UNRANK,1500.0,UNRANK,1500.0,e9334b3e3c6bc36a4f5e816925c3a5f6
아영,UNRANK,1400.0,UNRANK,1400.0,90aacee187255d1f880229e3d84afc97
이셔리,UNRANK,2013.0,GOLD III,2216.0,0f2fa2066c86d878c3806b31c341ba1a
후훗:D,UNRANK,1400.0,UNRANK,1400.0,174594ae32565532a673316987e3912d
핑연지,GRAND MASTER III,3576.0,GOLD III,2369.0,d4d4e66658a6d69bd6aceea5ec4dae8f
대통령이재.명,BRONZE III,1188.0,UNRANK,1400.0,7624a2ab8c2440cce7e47331b255eb27
젤귀,GOLD I,1800.0,MASTER II,2709.0,629692c9ced0f80d1edb22bd672dde44
바세린,GOLD II,2073.0,MASTER II,2650.0,5d59d0042f95012392c460b41178e47b
나무,GOLD II,2117.0,UNRANK,1950.0,22723031d7abf482be8f1796c1fed155
이진,UNRANK,1500.0,UNRANK,1500.0,ec9a069ad9c0083071c7b5ef77555af0
IOPE,GOLD III,2226.0,MASTER I,2464.0,18b82460acd3c585ea08a0aedeb2e859
별양,UNRANK,1950.0,MASTER II,2650.0,2243a0edb31661f2d3eeeb26807e5858
서재,UNRANK,1600.0,UNRANK,1600.0,3259f682b743c43eadd002cc59d319e1
§오윤희§,BRONZE III,1001.0,UNRANK,1337.0,42e4d5ed3d8c26f525f3882d81d91c36
소녀,UNRANK,1550.0,GOLD I,1800.0,33823c8b89e147c673f7f43ed7b938db
돌핀,MASTER II,2799.0,MASTER I,2450.0,91f6fadf7d829159b66f71ec086dcb1b
잘건데어딜만져,UNRANK,1550.0,GOLD II,2050.0,26c7604e2110c9df8eb225884ae6eeeb
박민정,UNRANK,1504.0,SILVER III,1715.0,224a28a725adb83ef3476cf0c2e60a8b
루몽2,UNRANK,1400.0,UNRANK,1400.0,49d8fbbd3300cac8f2b7882b630ef12c
쵸비,UNRANK,2000.0,UNRANK,2000.0,a3f727f36af962e37125cecb8b15d3f7
퓨즈티,GOLD III,2229.0,GOLD I,1982.0,32c57f3592f8d23a5c36c3f4f8a426ba
꼬순내,GOLD II,2175.0,MASTER I,2580.0,189715c17b7127128b68cfef6d58ed25
이잉,GOLD I,1890.0,UNRANK,1600.0,dee4b36723de263384d12d674f26816e
여름,UNRANK,2400.0,UNRANK,2400.0,2bbd26f17484b842f81ecd3cca9a569e
성서,UNRANK,1400.0,UNRANK,1400.0,d003b66f2ebc1ede22ed2aa71ccf9561
은지,GOLD II,2017.0,MASTER II,2650.0,353a0da4d2a5391b2adcb92047a44b8a
Tteokbokkiman,GRAND MASTER I,3191.0,MASTER III,2884.0,65c870e0e3af830f888d3dd360e0b84c
엘깜,MASTER I,2418.0,MASTER I,2585.0,428d779d03183ed234ec99c9b55224e3
dandy,GRAND MASTER I,3145.0,MASTER II,2650.0,49f468466f91dc59a234cfddcb133636
서든러_25813761,(Unknown),1400.0,(Unknown),1400.0,db68d553f372ed4e463c9e70db24a5af
조병현,UNRANK,1506.0,UNRANK,1400.0,fea84497bacb22821f3802de6976dcf5
둠스,MASTER I,2455.0,GRAND MASTER II,3399.0,1072209b94f7238f673b9e2ab24673b7
ㅈㅎㅋㅋ,LEGEND,3614.0,MASTER I,2543.0,eb71034d115ad4cf7cfe0a29ae5943fc
뭄뭉,UNRANK,2000.0,MASTER I,2526.0,2728682f9f4fee06a87d9c956efbc803
비버,LEGEND,3648.0,MASTER III,2850.0,4a4a84b697bde5553aa923ae9d13fe84
미뭉,UNRANK,1950.0,GOLD III,2247.0,b4b2a731adb78dc528689edddf9fdaa0
고슴,GOLD I,1800.0,UNRANK,1800.0,84357c0241e6736903e4e422aa3a08d9
립,MASTER I,2429.0,UNRANK,2400.0,f3ceb1dd00fb8402047598792ad1f8ae
서든러#000851961,UNRANK,1750.0,GOLD II,2111.0,dbb344cef056b5dc5c8c3313a416284f
뱀,MASTER I,2491.0,UNRANK,2350.0,fa6c9626709c389c9bfb3ce357cacdc8
xeta,UNRANK,2400.0,UNRANK,2400.0,9e551ce788f54fb43fbdf88551f83434
순별,UNRANK,1680.0,UNRANK,1550.0,a4efc1d7c6a4e4d3cfd02ba364326180
Yelp,MASTER III,2999.0,GRAND MASTER III,3521.0,5ef03db5557aed94826792a515809b6a
코스모스,GOLD II,2032.0,GOLD I,1800.0,edd1adea6cd980f8b4db0ab376634bbf
우주별,UNRANK,1950.0,GOLD III,2250.0,ec315b6080878b5b395f7ef83a4a1137
조끼`sy,UNRANK,1500.0,UNRANK,1500.0,9a72823fcda0dcd310edacbe70c9b3a7
손수정,UNRANK,1400.0,UNRANK,1400.0,4c70141f1afa1b15f57d31776c92d081
핸섬,UNRANK,1400.0,UNRANK,1400.0,4ae726138aaf035bb1003aa4a4aad770
수민z,UNRANK,1750.0,GOLD I,1800.0,e2eb47d5f66b072b1577a41df888bdcd
이혁이,UNRANK,2250.0,MASTER II,2799.0,7b3d8c4ccd7b7fd805dfd4025dac9011
채아ˇ,GOLD I,1919.0,GOLD III,2242.0,db4c8d1a10c670a71db558bac80cefe3
레이,GOLD II,2032.0,GOLD I,1945.0,aacf07455d3db27a0710a9708660e2b1
열정귀요미,UNRANK,1400.0,UNRANK,1400.0,d83289d0b1377ab89e77851d623afa6c
dahae,UNRANK,1500.0,UNRANK,1500.0,a659d4dbccdde252737f47ace9ec6a80
럽젤,UNRANK,1400.0,UNRANK,1400.0,e08d243f31102b6c2a11b95c73adc75b
라이프,GRAND MASTER III,3487.0,GRAND MASTER II,3268.0,a6d6d9d1c5aa55cc4480999d59727c59
판매가,UNRANK,1800.0,SILVER II,1466.0,9efb03e5670aa6ea770a4711c550ecea
이새은,UNRANK,1550.0,UNRANK,1550.0,d97ea64f5a3db50f3a158328edf935f4
터프덩어리,GOLD I,1887.0,UNRANK,1500.0,233f05bdfae2a84501b24ef4190e9a22
춘식0l,UNRANK,1500.0,UNRANK,1500.0,0860fd93bc89f27f85fdbb0b16a5e5e7
Lovely,UNRANK,1400.0,UNRANK,1400.0,072528911ea01b8aecda399a3c01d6b3
잔인한실각,UNRANK,2179.0,GOLD II,2002.0,ea2566150af0cea235f705d65534e728
뽀글e,UNRANK,1750.0,GOLD I,1941.0,cce4bd09f2f002733be7805a290e0467
로망,UNRANK,2350.0,GRAND MASTER I,3145.0,4a5c51f0ac7e87353e32480e3b7e3978
血痕,UNRANK,1400.0,UNRANK,1400.0,d9b901750bb7ab4677d572dd4fa4b42a
샥,SILVER III,1669.0,SILVER I,1382.0,a0550867b2f608ea37f0d90d347cc49c
모끼채,GOLD I,1926.0,GOLD II,2043.0,85babaf867ee2182e9f4b478b56e644a
조성,SILVER III,1766.0,GOLD I,1850.0,16d4000a05692bd60ca8526d748c125a
제코,SILVER II,1552.0,UNRANK,1600.0,b873fa0320ea3a7f1c0ffd63c41e4be1
에보찢은서연,GOLD II,2189.0,GRAND MASTER I,3175.0,b1d603cca3a06d4243c4c3885c72eef5
업비트,UNRANK,1500.0,GRAND MASTER I,3058.0,2d4c89ea7c33148bc2b35a1a80c8c935
동안,GOLD II,2105.0,UNRANK,2350.0,d05e65891057cd6d6284fe55c77a5b10
양,UNRANK,1570.0,GOLD II,2159.0,34e0803733bcaaec5301ac21e33519c4
미현,UNRANK,1600.0,GOLD I,1904.0,8afe554b304027f85fc6fd9adc0b3d90
krad,UNRANK,1750.0,GOLD I,1800.0,691d6e3cd21f9658b5bfa9a7034e1239
IllllII☆,GOLD I,1815.0,GOLD II,2015.0,ed9394aa1593c5fbc16f81e49ff9a18a
팥들었슈™,SILVER I,1352.0,SILVER III,1618.0,ff553d41736f8cd4ac40adcea1e066ed
서태준,MASTER III,2923.0,GOLD III,2270.0,58cec55e83fa831f7d6a6a816242b667
롬,GOLD I,1884.0,MASTER I,2569.0,fc8b04c1aa6718449cadf5d1389c586b
튼,UNRANK,2400.0,GRAND MASTER I,3115.0,b38225ca78766077c1b59531d6fd3af2
헉,GOLD III,2399.0,MASTER II,2799.0,048da2db33a1b56e12487f5c47a7f1fd
제닉,UNRANK,1500.0,UNRANK,1500.0,c8a1a4f33d25f81eadb2ce0b9a8fc8ad
송,SILVER III,1709.0,UNRANK,1473.0,04460007eebc9875691785b39010be7f
김로기,UNRANK,2400.0,MASTER I,2542.0,fee4da8dfda5ea8382ed70af8a0daddc
윤사뿐,UNRANK,1500.0,UNRANK,1500.0,2f49ce22e0c90b2cc7dfe9785bd3f3bb
unIove,GRAND MASTER I,3050.0,UNRANK,2300.0,bc9bd30de535c8c7f2cd74081448d1d5
미관,UNRANK,2400.0,MASTER II,2799.0,94af27aa83c61cb6057d962d80a26ec2
서든러#000948671,GOLD I,1897.0,SILVER III,1612.0,0352c6a768014a8e822fc3a2ac585319
무인,LEGEND,3700.0,MASTER I,2400.0,ff5f71ebcc76a0023e80876aee9ed180
닭강정,UNRANK,1950.0,UNRANK,1950.0,25a88ba1f53491b509c175ebe6af0c19
호잉,SILVER III,1688.0,SILVER II,1496.0,e84846846074d3bbeb45a0baa10dc463
뚠땡이,UNRANK,1500.0,UNRANK,1500.0,4dda57dbe645890347feb57dc86dc4e6
Strawberry+,GRAND MASTER I,3095.0,GRAND MASTER I,3032.0,947a2b9f2b14c33d52b93331a348db13
호스트,UNRANK,1750.0,UNRANK,1750.0,dd7604c9123d076e9d1fc7617bf16838
찰나,GRAND MASTER I,3061.0,UNRANK,2400.0,f4d3629a13a469c9cc50d3b48e6e579f
블랙카이트,UNRANK,2000.0,UNRANK,2000.0,46aff34bc820e464f7abee5fa89e30df
수창,MASTER I,2529.0,MASTER II,2718.0,61d3ef633109b47d4e8fe1762ea440ac
엠빠,SILVER III,1756.0,UNRANK,1550.0,6258b1f20213096112679f2257f52cbb
렬이,GOLD II,2057.0,GOLD III,2253.0,b5df85dcb741d84670dc2ca6360b1b44
진일,GOLD III,2303.0,MASTER III,2833.0,6d13f7344d5aee653d4f623344c801ec
원포,GRAND MASTER I,3071.0,MASTER I,2400.0,278ba95b2addabb9edcc277def8a96be
chronic,UNRANK,1400.0,UNRANK,1400.0,ce1a5c6fe0216202f940be27daf5a1cf
Dark,UNRANK,1400.0,UNRANK,1400.0,25ff9051570c40213ef3e6452f4134f9
구링,UNRANK,1535.0,GOLD III,2335.0,3f98539e614873797102e754873b881b
라푼젤라이,UNRANK,1755.0,UNRANK,1800.0,f490ba66535ff10f1c2d87a0c7c3d9cb
뒤뚱,UNRANK,1950.0,MASTER I,2400.0,4253443af73006999fdee1a0bee00f2d
우도리,UNRANK,1500.0,SILVER III,1799.0,07b7a8900f1bf2754fbdfebc0ee88c5c
백련,GOLD I,1818.0,GOLD I,1802.0,b9b659592387b4720333f1232376ab43
아린,UNRANK,1550.0,GOLD I,1818.0,73ff95ff65289cdefab1d2fd698df089
찬슨,MASTER II,2650.0,UNRANK,2400.0,2935eedaca3f5d6453fd894e08be838e
게임,UNRANK,2400.0,UNRANK,2400.0,94ae30ffbed3f35fb0bfb579643e573b
flare,GOLD III,2378.0,UNRANK,2400.0,d6cf12119bcd66714c95922f560ae8dc
슉년,GOLD III,2399.0,GRAND MASTER I,3075.0,48bec16f5cc92d9a112748fe35175b53
토팅,MASTER III,2954.0,GRAND MASTER I,3050.0,7005a72ff3cebf6121de204b4ddf42af
엔드,UNRANK,2400.0,MASTER I,2400.0,b1c090d0493f9e708e4796f05c2738f8
레이즈,UNRANK,1500.0,UNRANK,1500.0,f37d765295f9ebb1611fcbb19962327f
333112,UNRANK,1500.0,SILVER II,1489.0,0ca2a4083631691d9d35f6737a322ffd
새콤이,UNRANK,1500.0,UNRANK,1500.0,5e9587056cd610d14facddd0d83ee712
퀡퉯췗풻휇뤫웳뭷,GOLD II,2019.0,GOLD II,2025.0,81d427e54d953e876dc844269d61f060
하릿,UNRANK,1750.0,UNRANK,1750.0,f694d0a11957bc99731e13907764f5e2
하영이,UNRANK,2400.0,UNRANK,2400.0,562fdd34b4014e932cf7998b412425e3
sxsx,SILVER III,1799.0,UNRANK,1500.0,d0a41382c7748a6d96f7505a6686f053
cute,HIGH RANKER,4156.0,GRAND MASTER II,3363.0,9ad5409135350024094186327d717d26
SC2..윤성훈,MASTER II,2632.0,MASTER I,2450.0,a2aa414694cc9a3198d5d6183609ded8
울산김우열,UNRANK,1400.0,UNRANK,1400.0,c35525f08ec5c2af9e1ab4d9233e02de
초대신비,UNRANK,1500.0,SILVER II,1515.0,88512eae6b2b9af0c1c53303ad00812c
下,UNRANK,1550.0,SILVER III,1788.0,5f9e8b0578c0650dcfb1386023b14c8d
아랑설이,GOLD I,1928.0,UNRANK,1500.0,81e2652b7a0bb9151b2cd5db442229fa
나때릴거야?,UNRANK,1602.0,SILVER II,1519.0,e84af445c033ae2b4c68cff984e3e951
채히,UNRANK,2000.0,MASTER I,2562.0,26d301c6fc02d9a22c2ab6269c399a97
의건,SILVER II,1500.0,UNRANK,1758.0,dd05440e0b1e6605a136d187812e7318
용건,GOLD II,2199.0,MASTER III,2850.0,061e4c00117da1d0bc28ac3d3a583959
¶┩,SILVER III,1748.0,GOLD I,1883.0,394a4b8701baef2a4e023613fb309b96
로키♡,MASTER I,2530.0,MASTER III,2938.0,60cab1d8cc4a48184ad854a3fd878a2a
본주,(Unknown),1400.0,(Unknown),1400.0,90d0fa0eef2ecd494de03b3288fa7e0e
KARINA·,UNRANK,1750.0,GOLD II,2032.0,957e39aaf2d8667291b2852287add228
ChoiYeNa,SILVER III,1681.0,UNRANK,1550.0,54f98e074e8b2230fc9db61965d93176
잔정,GOLD I,1833.0,GOLD III,2350.0,ef335cbb91a04867d33af5039cf98e97
shirley,MASTER III,2999.0,GRAND MASTER II,3298.0,609978bf310642b749cf0b011879e2e9
hosino,GOLD II,2001.0,GOLD II,2132.0,ee7db77dc862a88e06ff86728bd9737c
키자루,GOLD II,2058.0,UNRANK,1800.0,f90470ae8e245f7ddd1bc9eb5ce8d7dc
YeIIow,MASTER I,2418.0,MASTER II,2799.0,080a2ecb557c6b24992a9f62b3ca8446
김솔라,UNRANK,1500.0,UNRANK,1500.0,1833098c36962cfe60d9f85a0745708d
쮜,GOLD I,1988.0,MASTER II,2687.0,a88af2be65e0ba8b2b601a6c7c28f6fa
투덜,UNRANK,1750.0,UNRANK,1750.0,ff6fb5fa190b6b408a46be54c37f2627
Leave:),UNRANK,1400.0,SILVER II,1470.0,063536b196ffc04e1d2beabec0dfe894
SC1..안현수,GRAND MASTER I,3000.0,UNRANK,2400.0,7da3d43e89e91fccfa92694041daf1f9
하젤,UNRANK,2000.0,UNRANK,2000.0,eaba7b4fce4e637d3c7f1e72e52ead01
가상,UNRANK,1500.0,GOLD I,1971.0,0eeb1a96a02e120cb5660652d6accbdd
Fe,GOLD I,1940.0,GOLD II,2199.0,ec6b0f70f474323660bc4e816c83ce83
감자제곱미터,SILVER III,1681.0,GOLD II,2035.0,fbf2bb19f450161678db557e07f267a9
spanker,MASTER I,2400.0,UNRANK,2350.0,ff0a3be194396e139d9aaf35f2a53c48
껀듑,GOLD I,1915.0,GOLD II,2150.0,99ac226ac4e9885d7ded14e477ebe5df
루링,GOLD III,2265.0,GOLD III,2282.0,2354d5cd6e5c01b2a197525aef874b14
법블꼰대,SILVER I,1293.0,UNRANK,1600.0,6c979b69b0201030c178c6cada8ad70c
씅언ㄴ,SILVER III,1604.0,SILVER III,1717.0,d2881d87c396594f3b415ab7bc484b23
max。,UNRANK,1400.0,SILVER III,1638.0,0664fb9951acb88f50431dd59ca84f6f
Lazersniper,UNRANK,1400.0,UNRANK,1400.0,109b9d64b1953906391fe111ce7fdece
아로안,SILVER III,1758.0,SILVER III,1799.0,bd652cdc1d4de03de68670ca62719b51
뻔개,UNRANK,1950.0,GOLD III,2399.0,9a6053c3e3bb782c3cbce6124d8c5af4
카레,SILVER III,1665.0,UNRANK,1550.0,0ae58240e392aedf81a66bc7928a20c6
[a]..新費,GOLD I,1879.0,GOLD I,1944.0,0dd339d73862de3ab11ed39680c7dfc2
meoldy,UNRANK,1800.0,UNRANK,1800.0,047614dc5507d8d986d6fc4a4e533745
♡하울,SILVER III,1625.0,SILVER II,1497.0,aa2bdc208e4200f5e47e658a45ebb6ba
SMOKYDOUBLEBLUE.,SILVER III,1661.0,UNRANK,1400.0,0c9a6e4fdf320ffc3e8cb7fda7e4ce59
응ㅇㄱㄹ,GOLD I,1937.0,GOLD III,2250.0,eb30b64a5db903a10222cd94e6af6644
주디,UNRANK,1400.0,UNRANK,1400.0,de54a241e3c3fa4544ec473032c471ae
형종,GOLD III,2221.0,GOLD III,2396.0,d53de16b99922c976294d61a5631b390
music,UNRANK,1400.0,UNRANK,1400.0,c73a22b6f14334fa6ab295360002c2fd
푸딩,HIGH RANKER,4061.0,MASTER I,2400.0,dd831c84c5923403c493428fbe972528
아쥐씨,MASTER II,2717.0,MASTER I,2400.0,8a75e746de5b443a2819a666741a2810
묘비,MASTER I,2401.0,GOLD II,2076.0,da784611a27e752ac2bb69eaecd52097
승욱,GRAND MASTER I,3190.0,GOLD II,2156.0,04d1fd5419e6e82352ccd480ece65748
김크레이지,GOLD II,2181.0,GRAND MASTER I,3121.0,742bab1bd01f243b4e537ef6c7eddaaf
다르,UNRANK,1750.0,GOLD III,2333.0,998ec5ccca58432bd6f7fae53ccd7282
백수인생.,SILVER III,1625.0,UNRANK,1500.0,5b806171408c0c03d3c5ea33b9452c2e
cakey,GOLD II,2042.0,MASTER II,2694.0,ab957544c77edf2180c2683690d03529
내사람,MASTER III,2966.0,MASTER III,2999.0,3b111174728458ca728f88919f735be2
미린,SILVER III,1762.0,MASTER I,2586.0,4b98e9279df9cbfa3cd3e4f7d471c1ab
멘토마녀,GOLD I,1866.0,GOLD II,2084.0,c900fddb6efadc9a6fe1adb5ccdc6bd7
starho,UNRANK,1400.0,UNRANK,1400.0,813e99aa1a6bb869047346cf7e716c33
착함,HIGH RANKER,4154.0,UNRANK,1400.0,5d408131705530dc8d65542f49156355
반하니,GOLD II,2130.0,UNRANK,1800.0,11aece3ae32c91a5d48da4f02005a108
원포임원준,GRAND MASTER I,3050.0,UNRANK,2400.0,464b7daceba55f87b802acf5e77d7c7f
바지,UNRANK,2450.0,UNRANK,2400.0,6b6e604df13b0199a3ac751d07f92405
좀비,UNRANK,1400.0,UNRANK,1400.0,be25881a2468c9d111b5e3698ccb1bcc
☆∑광박사∑☆,SILVER I,1380.0,SILVER III,1611.0,874b67358c3c0007007f356ad01e60a8
baobao,UNRANK,1750.0,UNRANK,1750.0,4360cf85c54fc6702245ba2fe96eb290
창욱,RANKER,3971.0,GRAND MASTER II,3250.0,bf7d5222ef429a9b6818ff988c1be03d
무온,GOLD II,2144.0,GOLD I,1958.0,bf652982b913038e6a9dd6f88aedb24b
poko,MASTER II,2684.0,UNRANK,1800.0,e9817aa012d45bf5471ea800b898d425
