ouid,grade_ranking,season_grade_ranking,recent_win_rate,recent_kill_death_rate,recent_assault_rate,recent_sniper_rate,recent_special_rate,solo_rank_match_tier,solo_rank_match_score,party_rank_match_tier,party_rank_match_score,user_date_create,manner_score,clan_flag
6bef44f445384fb289ad44abc92a1f1a,527.0,84331.0,85.0,60.000004,62.333332,70.333336,61.0,UNRANK,1750.0,GOLD I,1800.0,2005-10-14,3.0,1
8e0e5a88ae6189345ff50ee07fe90b8f,535.0,6096.0,60.000004,63.166664,71.0,0.0,59.0,UNRANK,1750.0,UNRANK,1750.0,2009-12-03,2.0,1
a798cc38ba7b3f6d01659ab9ba803deb,536.0,343.0,50.0,61.666668,50.333332,70.333336,58.666668,GOLD II,2050.0,GOLD III,2399.0,2020-11-05,3.0,1
a7b83e25e1ceb0b44c036bad7be1abae,537.0,2049.0,0.0,64.321609,0.0,77.519379,0.0,GRAND MASTER II,3294.0,GRAND MASTER I,3089.0,2015-02-03,3.0,1
ae9d6c9016f2af4d632113487414ef56,538.0,912.0,51.666664,53.500004,62.666668,53.0,57.666668,SILVER III,1604.0,GOLD I,1965.0,2006-10-03,3.0,1
c1bdf79dbe9e3a64f437f0ffa917d5a1,534.0,963.0,55.0,59.166664,59.333332,72.666664,54.333332,UNRANK,2446.0,MASTER III,2955.0,2010-02-24,3.0,1
22780fd8fb59381e0600fb375ae87767,540.0,1040.0,46.666668,53.500004,51.333332,69.333336,0.0,UNRANK,2400.0,UNRANK,2400.0,2020-01-16,3.0,1
48889886f501c39df6bed8b8989f1d26,543.0,2581.0,85.0,52.307693,57.14286,59.0,25.0,UNRANK,1500.0,UNRANK,1500.0,2010-09-11,3.0,1
4236821c928469ae19441ace071dbbbe,542.0,1421.0,100.0,62.333332,48.484848,77.0,57.471264,UNRANK,1550.0,UNRANK,1550.0,2012-05-09,0.0,1
44bb2d0de3d2979a8af871f8734b091c,527.0,240949.0,95.0,58.833332,56.666668,64.333336,61.666668,UNRANK,1750.0,UNRANK,1750.0,2012-04-07,1.0,1
ebbdb29332dd1412c0e0fe007ec9ada5,544.0,2946.0,46.666668,45.333336,41.333332,55.666668,47.666668,GOLD II,2035.0,GOLD II,2042.0,2021-01-02,3.0,1
770d7f9d5847e2d8ecedd0f043108ad6,545.0,1353.0,86.666664,62.0,60.333332,75.666664,64.333336,UNRANK,2685.0,GRAND MASTER III,3479.0,2013-09-12,3.0,1
c27d1893afdebbde336433b9b1b46638,546.0,13046.0,53.333336,55.666668,54.000004,68.0,58.510639,MASTER I,2400.0,GRAND MASTER II,3350.0,2016-04-27,3.0,1
cea4a7c89a31eb7858193e4ff075fd9e,551.0,965.0,56.666668,58.166664,57.333332,69.333336,53.666668,GRAND MASTER I,3081.0,MASTER I,2400.0,2011-01-09,3.0,1
89854a41147b30e24291ff44e007823b,549.0,30988.0,48.333332,49.333336,47.333332,54.0,44.0,SILVER II,1495.0,UNRANK,1358.0,2006-04-15,3.0,1
9236cae9ed7baa27ffa325e9db967f68,549.0,234.0,50.0,52.0,52.999996,63.666668,48.333332,MASTER II,2799.0,MASTER II,2702.0,2013-01-18,3.0,1
7b7da41a193dcd80f799beb559c1fbad,552.0,3363.0,95.0,47.833332,43.666668,49.333332,42.333332,UNRANK,1574.0,UNRANK,1400.0,2016-11-19,1.0,1
181a42151308c7acd449d72395ec4dab,553.0,3815.0,90.0,58.333332,58.666664,53.0,56.333332,UNRANK,1615.0,GOLD I,1839.0,2012-02-09,3.0,1
c02fe29e9d4252356b1afcdd6cfc7af3,552.0,1550.0,45.0,54.000004,49.666668,64.0,51.333332,MASTER III,2943.0,GOLD II,2177.0,2020-07-13,3.0,1
d66a27fa856062aad4832b967246180f,539.0,1856.0,53.333336,47.666664,45.0,64.333336,47.333332,UNRANK,1550.0,SILVER III,1747.0,2008-11-08,3.0,1
94090c9f956327d34ec48689b133234c,517.0,5300.0,26.666668,47.666664,53.333332,67.0,44.666668,UNRANK,1400.0,UNRANK,1400.0,2006-12-24,2.0,1
52ff4f416bdbe30d7f88364e11ebbaee,555.0,1254.0,40.0,43.166668,39.0,56.0,51.0,SILVER III,1779.0,MASTER I,2524.0,2014-05-06,3.0,1
64317f36e65e68577286e09bfbab022b,557.0,519.0,51.666664,50.666664,53.459122,66.666664,50.333332,MASTER I,2599.0,GRAND MASTER II,3280.0,2015-01-27,3.0,1
c840493a42e0e9a57b6d82ccee9c8af4,561.0,1220.0,41.666664,47.833332,42.0,50.666668,44.333332,SILVER II,1439.0,SILVER I,1207.0,2019-06-27,3.0,1
c31ff64f873a966d228a110d3280de3b,559.0,1944.0,50.0,51.5,49.666668,63.666668,53.666668,GRAND MASTER III,3599.0,UNRANK,2400.0,2018-11-07,3.0,1
15cf22393280cc9c3650ad74bdd92b59,560.0,8267.0,48.333332,60.833336,57.666664,72.0,58.0,UNRANK,2372.0,MASTER I,2536.0,2010-03-12,3.0,1
61d574ac8c25243e5d4b840f4ea982e9,564.0,776.0,50.0,30.000002,73.0,86.666664,76.0,BRONZE III,1139.0,SILVER I,1375.0,2008-10-23,3.0,1
7dfb0592d0e22dad80c64662ee1fc059,562.0,7465.0,60.000004,63.166664,66.0,79.0,58.666668,UNRANK,2450.0,UNRANK,2450.0,2016-02-02,3.0,1
25f7fb7e5362200a33bc5d1d56cc95cf,543.0,6556.0,55.0,57.333332,58.0,68.666664,55.0,UNRANK,2350.0,UNRANK,2350.0,2007-04-05,3.0,1
052fe11aaad542264f5d569ef90ecc0e,564.0,6344.0,51.666664,68.5,65.666672,87.0,73.666664,SILVER III,1642.0,UNRANK,1438.0,2010-02-22,3.0,1
902ca6c817f436a3b76329976af98638,565.0,3760.0,50.0,54.666668,52.666668,60.666668,53.333332,GOLD III,2243.0,UNRANK,2071.0,2006-08-07,3.0,1
4026da40f0a74220556f3e1c4b2f5035,567.0,100854.0,66.666672,54.166668,51.0,68.333336,53.666668,UNRANK,1926.0,UNRANK,1750.0,2005-11-18,3.0,1
2aa255cd2049dfc4a2e9f7e5b3177ab0,568.0,20566.0,46.666668,56.666668,55.0,63.666668,57.333332,UNRANK,1500.0,UNRANK,1500.0,2010-12-19,3.0,1
2f8f42ef66aad8c17f96dee12590b3eb,569.0,68902.0,51.666664,45.0,44.0,66.0,51.0,UNRANK,1750.0,MASTER II,2616.0,2011-04-16,3.0,1
3b7e10dc8b96497c6f7e240d08e683cd,570.0,2340.0,93.333336,61.833336,59.666668,83.333336,50.333332,UNRANK,1400.0,UNRANK,1400.0,2006-11-09,0.0,1
2003571051f8469837c21fcae33ed70c,572.0,1762.0,40.0,44.833332,42.0,71.532845,49.666668,GOLD I,1975.0,GOLD II,2027.0,2007-05-17,3.0,1
e9334b3e3c6bc36a4f5e816925c3a5f6,572.0,1164.0,61.666668,61.666668,63.0,80.333336,61.0,UNRANK,1500.0,UNRANK,1500.0,2012-03-23,3.0,1
90aacee187255d1f880229e3d84afc97,573.0,6077.0,100.0,58.999996,0.0,72.666664,0.0,UNRANK,1400.0,UNRANK,1400.0,2011-07-13,1.0,1
0f2fa2066c86d878c3806b31c341ba1a,554.0,19512.0,46.666668,48.694031,57.575756,59.803921,45.180721,UNRANK,2013.0,GOLD III,2216.0,2005-12-06,3.0,1
174594ae32565532a673316987e3912d,577.0,1317.0,98.333336,69.333336,71.666664,83.333336,69.666664,UNRANK,1400.0,UNRANK,1400.0,2012-03-17,0.0,1
d4d4e66658a6d69bd6aceea5ec4dae8f,577.0,8359.0,48.333332,51.333332,60.483871,59.666668,50.333332,GRAND MASTER III,3576.0,GOLD III,2369.0,2013-02-27,3.0,1
7624a2ab8c2440cce7e47331b255eb27,582.0,66562.0,51.666664,41.833332,37.333332,51.0,42.666668,BRONZE III,1188.0,UNRANK,1400.0,2006-02-10,3.0,1
629692c9ced0f80d1edb22bd672dde44,581.0,1652.0,88.333336,64.333328,72.0,76.666664,71.666664,GOLD I,1800.0,MASTER II,2709.0,2016-07-12,3.0,1
5d59d0042f95012392c460b41178e47b,581.0,319.0,56.666668,43.333332,44.0,48.333332,48.333332,GOLD II,2073.0,MASTER II,2650.0,2008-06-23,3.0,1
22723031d7abf482be8f1796c1fed155,581.0,43224.0,59.574467,60.666668,57.200005,74.333336,0.0,GOLD II,2117.0,UNRANK,1950.0,2007-10-29,3.0,1
ec9a069ad9c0083071c7b5ef77555af0,588.0,168523.0,60.0,52.166668,51.0,63.333332,48.0,UNRANK,1500.0,UNRANK,1500.0,2012-08-21,2.0,1
18b82460acd3c585ea08a0aedeb2e859,587.0,487.0,71.666664,61.5,58.974361,69.333336,100.0,GOLD III,2226.0,MASTER I,2464.0,2014-04-01,3.0,1
2243a0edb31661f2d3eeeb26807e5858,587.0,13457.0,53.333336,45.0,43.0,57.666668,36.333332,UNRANK,1950.0,MASTER II,2650.0,2017-01-31,3.0,1
3259f682b743c43eadd002cc59d319e1,589.0,416.0,50.0,49.666668,46.333332,64.0,46.0,UNRANK,1600.0,UNRANK,1600.0,2010-02-22,3.0,1
42e4d5ed3d8c26f525f3882d81d91c36,590.0,1366.0,0.0,36.0,35.666664,69.333336,37.333332,BRONZE III,1001.0,UNRANK,1337.0,2013-07-06,3.0,1
33823c8b89e147c673f7f43ed7b938db,591.0,878.0,100.0,60.000004,60.666668,73.333336,54.666668,UNRANK,1550.0,GOLD I,1800.0,2011-08-16,3.0,1
91f6fadf7d829159b66f71ec086dcb1b,592.0,1267.0,96.666664,62.0,60.000004,73.666664,58.0,MASTER II,2799.0,MASTER I,2450.0,2015-01-12,3.0,1
26c7604e2110c9df8eb225884ae6eeeb,593.0,30133.0,100.0,71.333328,78.333336,87.0,60.333332,UNRANK,1550.0,GOLD II,2050.0,2015-01-06,3.0,1
224a28a725adb83ef3476cf0c2e60a8b,594.0,3288.0,55.882351,55.5,0.0,65.333336,0.0,UNRANK,1504.0,SILVER III,1715.0,2018-08-07,3.0,1
49d8fbbd3300cac8f2b7882b630ef12c,593.0,259198.0,100.0,58.0,57.333332,67.333336,57.666668,UNRANK,1400.0,UNRANK,1400.0,2011-08-09,0.0,1
a3f727f36af962e37125cecb8b15d3f7,597.0,6671.0,53.333332,46.333332,45.666668,66.0,40.666668,UNRANK,2000.0,UNRANK,2000.0,2013-12-22,3.0,1
32c57f3592f8d23a5c36c3f4f8a426ba,599.0,3121.0,56.0,51.179249,50.666664,0.0,0.0,GOLD III,2229.0,GOLD I,1982.0,2015-12-22,3.0,1
189715c17b7127128b68cfef6d58ed25,601.0,3389.0,91.666672,62.333332,63.666664,72.333336,60.666668,GOLD II,2175.0,MASTER I,2580.0,2010-02-15,3.0,1
dee4b36723de263384d12d674f26816e,601.0,2549.0,81.666664,51.333332,49.0,67.333336,55.666668,GOLD I,1890.0,UNRANK,1600.0,2019-12-02,3.0,1
2bbd26f17484b842f81ecd3cca9a569e,558.0,133766.0,86.666664,54.5,54.000004,67.0,60.0,UNRANK,2400.0,UNRANK,2400.0,2016-10-09,3.0,1
d003b66f2ebc1ede22ed2aa71ccf9561,568.0,290169.0,88.888885,62.091503,0.0,67.5,0.0,UNRANK,1400.0,UNRANK,1400.0,2009-03-22,0.0,1
353a0da4d2a5391b2adcb92047a44b8a,602.0,24.0,80.0,64.833328,66.0,79.666664,61.666668,GOLD II,2017.0,MASTER II,2650.0,2021-06-07,3.0,1
65c870e0e3af830f888d3dd360e0b84c,605.0,2728.0,55.0,63.833332,63.0,76.0,60.333332,GRAND MASTER I,3191.0,MASTER III,2884.0,2011-10-12,3.0,1
428d779d03183ed234ec99c9b55224e3,606.0,1210.0,98.333336,58.833332,58.999996,70.792076,61.0,MASTER I,2418.0,MASTER I,2585.0,2015-06-21,3.0,1
49f468466f91dc59a234cfddcb133636,608.0,2060.0,46.666668,58.666664,60.666668,76.666664,55.333332,GRAND MASTER I,3145.0,MASTER II,2650.0,2011-09-18,3.0,1
fea84497bacb22821f3802de6976dcf5,560.0,231541.0,100.0,58.833332,59.333332,70.666664,62.448978,UNRANK,1506.0,UNRANK,1400.0,2013-11-17,0.0,1
1072209b94f7238f673b9e2ab24673b7,611.0,14913.0,35.0,60.166668,58.0,73.333336,66.666664,MASTER I,2455.0,GRAND MASTER II,3399.0,2014-01-21,3.0,1
eb71034d115ad4cf7cfe0a29ae5943fc,613.0,282.0,53.333336,59.333332,64.0,70.0,66.0,LEGEND,3614.0,MASTER I,2543.0,2017-04-29,3.0,1
2728682f9f4fee06a87d9c956efbc803,611.0,162554.0,46.666668,60.666668,58.666668,73.0,61.333332,UNRANK,2000.0,MASTER I,2526.0,2011-07-15,3.0,1
4a4a84b697bde5553aa923ae9d13fe84,615.0,75.0,64.285713,50.595238,58.0,58.57143,66.666664,LEGEND,3648.0,MASTER III,2850.0,2014-08-29,3.0,1
b4b2a731adb78dc528689edddf9fdaa0,617.0,6383.0,45.0,44.333332,43.666668,55.333332,40.909092,UNRANK,1950.0,GOLD III,2247.0,2012-10-27,3.0,1
84357c0241e6736903e4e422aa3a08d9,618.0,104459.0,85.0,67.333336,64.333336,79.0,65.333336,GOLD I,1800.0,UNRANK,1800.0,2013-12-29,2.0,1
f3ceb1dd00fb8402047598792ad1f8ae,619.0,5715.0,63.333332,56.166668,53.333336,65.467628,59.333332,MASTER I,2429.0,UNRANK,2400.0,2013-08-25,3.0,1
dbb344cef056b5dc5c8c3313a416284f,621.0,596.0,85.0,68.333336,64.333336,77.666664,51.666668,UNRANK,1750.0,GOLD II,2111.0,2011-08-11,3.0,1
fa6c9626709c389c9bfb3ce357cacdc8,621.0,178.0,52.941177,53.421051,50.684933,57.575756,58.620689,MASTER I,2491.0,UNRANK,2350.0,2014-02-26,3.0,1
9e551ce788f54fb43fbdf88551f83434,623.0,2119.0,88.333336,55.666668,58.333332,63.666668,58.0,UNRANK,2400.0,UNRANK,2400.0,2010-07-09,3.0,1
a4efc1d7c6a4e4d3cfd02ba364326180,624.0,10235.0,46.666668,41.666664,37.333332,57.333332,40.0,UNRANK,1680.0,UNRANK,1550.0,2007-10-14,3.0,1
5ef03db5557aed94826792a515809b6a,616.0,64.0,100.0,70.666664,69.333336,91.0,70.0,MASTER III,2999.0,GRAND MASTER III,3521.0,2021-02-09,3.0,1
edd1adea6cd980f8b4db0ab376634bbf,626.0,4910.0,51.666664,57.833332,55.666668,69.333336,50.0,GOLD II,2032.0,GOLD I,1800.0,2014-11-10,3.0,1
ec315b6080878b5b395f7ef83a4a1137,611.0,145358.0,51.666664,59.333332,54.333336,71.333336,59.666668,UNRANK,1950.0,GOLD III,2250.0,2016-09-29,2.0,1
9a72823fcda0dcd310edacbe70c9b3a7,628.0,1139.0,100.0,49.5,49.333336,66.666664,56.470589,UNRANK,1500.0,UNRANK,1500.0,2005-09-15,3.0,1
4c70141f1afa1b15f57d31776c92d081,629.0,2540.0,100.0,71.666664,66.0,86.333336,74.0,UNRANK,1400.0,UNRANK,1400.0,2011-12-27,-2.0,1
4ae726138aaf035bb1003aa4a4aad770,617.0,20579.0,48.333332,37.833332,39.666668,45.333332,43.0,UNRANK,1400.0,UNRANK,1400.0,2005-12-10,3.0,1
e2eb47d5f66b072b1577a41df888bdcd,632.0,22105.0,80.0,57.166664,48.333332,67.333336,50.442478,UNRANK,1750.0,GOLD I,1800.0,2018-07-26,2.0,1
7b3d8c4ccd7b7fd805dfd4025dac9011,631.0,2583.0,70.0,55.833332,58.999996,64.0,55.248619,UNRANK,2250.0,MASTER II,2799.0,2013-08-07,3.0,1
db4c8d1a10c670a71db558bac80cefe3,633.0,24607.0,50.0,52.499996,49.666668,62.666668,56.666668,GOLD I,1919.0,GOLD III,2242.0,2013-05-01,3.0,1
aacf07455d3db27a0710a9708660e2b1,634.0,702.0,48.333332,41.166668,32.333332,57.0,37.333332,GOLD II,2032.0,GOLD I,1945.0,2020-05-15,3.0,1
d83289d0b1377ab89e77851d623afa6c,634.0,435.0,100.0,73.333336,0.0,100.0,69.811317,UNRANK,1400.0,UNRANK,1400.0,2014-10-02,3.0,1
a659d4dbccdde252737f47ace9ec6a80,618.0,8716.0,0.0,0.0,0.0,0.0,0.0,UNRANK,1500.0,UNRANK,1500.0,2018-11-22,3.0,1
a6d6d9d1c5aa55cc4480999d59727c59,639.0,307.0,53.333332,64.833328,47.36842,74.666664,90.0,GRAND MASTER III,3487.0,GRAND MASTER II,3268.0,2020-05-07,3.0,1
9efb03e5670aa6ea770a4711c550ecea,635.0,634.0,51.666664,50.833332,1.333333,62.0,48.666668,UNRANK,1800.0,SILVER II,1466.0,2018-04-17,3.0,1
d97ea64f5a3db50f3a158328edf935f4,641.0,3016.0,96.666664,65.666672,68.666664,79.0,61.666668,UNRANK,1550.0,UNRANK,1550.0,2010-01-12,2.0,1
233f05bdfae2a84501b24ef4190e9a22,642.0,7518.0,91.666672,55.5,49.0,56.097561,33.333332,GOLD I,1887.0,UNRANK,1500.0,2005-09-19,3.0,1
0860fd93bc89f27f85fdbb0b16a5e5e7,643.0,1905.0,50.0,56.333332,54.0,68.0,57.0,UNRANK,1500.0,UNRANK,1500.0,2014-01-25,3.0,1
072528911ea01b8aecda399a3c01d6b3,644.0,436.0,100.0,76.666664,0.0,0.0,79.333336,UNRANK,1400.0,UNRANK,1400.0,2015-08-13,0.0,1
ea2566150af0cea235f705d65534e728,646.0,4104.0,50.0,61.5,57.666664,68.666664,54.676258,UNRANK,2179.0,GOLD II,2002.0,2009-01-17,3.0,1
cce4bd09f2f002733be7805a290e0467,646.0,5681.0,71.666664,54.000004,52.0,63.666668,58.0,UNRANK,1750.0,GOLD I,1941.0,2006-02-19,3.0,1
4a5c51f0ac7e87353e32480e3b7e3978,648.0,1120.0,50.0,58.0,59.333332,68.666664,55.0,UNRANK,2350.0,GRAND MASTER I,3145.0,2006-05-27,3.0,1
d9b901750bb7ab4677d572dd4fa4b42a,648.0,1717.0,35.0,47.0,50.0,64.666664,47.666668,UNRANK,1400.0,UNRANK,1400.0,2009-10-18,3.0,1
a0550867b2f608ea37f0d90d347cc49c,649.0,4763.0,56.666668,50.0,47.333332,33.666668,48.333332,SILVER III,1669.0,SILVER I,1382.0,2011-08-21,3.0,1
85babaf867ee2182e9f4b478b56e644a,650.0,6796.0,55.0,47.166668,48.666668,57.333332,48.333332,GOLD I,1926.0,GOLD II,2043.0,2006-11-02,3.0,1
16d4000a05692bd60ca8526d748c125a,653.0,6282.0,61.666668,55.333332,55.333332,72.0,51.0,SILVER III,1766.0,GOLD I,1850.0,2013-11-27,3.0,1
b873fa0320ea3a7f1c0ffd63c41e4be1,653.0,489.0,75.0,61.29707,59.666668,0.0,100.0,SILVER II,1552.0,UNRANK,1600.0,2014-03-17,3.0,1
b1d603cca3a06d4243c4c3885c72eef5,654.0,10224.0,46.666668,48.333332,46.0,65.333336,49.0,GOLD II,2189.0,GRAND MASTER I,3175.0,2008-05-15,3.0,1
2d4c89ea7c33148bc2b35a1a80c8c935,653.0,194250.0,46.666668,58.333332,61.333332,70.666664,61.333332,UNRANK,1500.0,GRAND MASTER I,3058.0,2011-08-26,2.0,1
d05e65891057cd6d6284fe55c77a5b10,658.0,24084.0,30.000002,45.166664,49.666668,51.0,45.333332,GOLD II,2105.0,UNRANK,2350.0,2006-10-30,3.0,1
34e0803733bcaaec5301ac21e33519c4,655.0,3663.0,58.333332,59.833336,60.666668,72.666664,70.333336,UNRANK,1570.0,GOLD II,2159.0,2015-01-09,3.0,1
8afe554b304027f85fc6fd9adc0b3d90,654.0,216.0,64.864861,51.335312,0.0,0.0,51.333332,UNRANK,1600.0,GOLD I,1904.0,2007-01-04,3.0,1
691d6e3cd21f9658b5bfa9a7034e1239,619.0,19.0,90.0,59.333332,60.000004,100.0,100.0,UNRANK,1750.0,GOLD I,1800.0,2011-02-16,3.0,1
ed9394aa1593c5fbc16f81e49ff9a18a,656.0,419.0,98.333336,61.0,64.333328,72.0,67.666664,GOLD I,1815.0,GOLD II,2015.0,2022-10-19,3.0,1
ff553d41736f8cd4ac40adcea1e066ed,661.0,2373.0,45.0,33.333336,34.666668,35.0,39.666668,SILVER I,1352.0,SILVER III,1618.0,2012-02-27,3.0,1
58cec55e83fa831f7d6a6a816242b667,662.0,6652.0,63.333332,62.5,64.333328,74.0,60.666668,MASTER III,2923.0,GOLD III,2270.0,2011-10-01,3.0,1
fc8b04c1aa6718449cadf5d1389c586b,663.0,409.0,71.666664,49.5,48.333332,60.0,51.0,GOLD I,1884.0,MASTER I,2569.0,2007-03-31,3.0,1
b38225ca78766077c1b59531d6fd3af2,664.0,762.0,56.666668,53.666668,54.333332,67.333336,49.0,UNRANK,2400.0,GRAND MASTER I,3115.0,2011-01-31,3.0,1
048da2db33a1b56e12487f5c47a7f1fd,665.0,6942.0,50.0,61.5,75.0,70.0,63.636364,GOLD III,2399.0,MASTER II,2799.0,2006-03-25,3.0,1
c8a1a4f33d25f81eadb2ce0b9a8fc8ad,652.0,239103.0,68.333336,65.166664,63.333332,71.666664,56.0,UNRANK,1500.0,UNRANK,1500.0,2012-01-13,2.0,1
04460007eebc9875691785b39010be7f,667.0,73124.0,98.333336,55.0,49.0,70.333336,51.0,SILVER III,1709.0,UNRANK,1473.0,2015-10-15,1.0,1
fee4da8dfda5ea8382ed70af8a0daddc,669.0,4736.0,84.615387,64.245811,0.0,74.45652,54.71698,UNRANK,2400.0,MASTER I,2542.0,2016-11-27,3.0,1
2f49ce22e0c90b2cc7dfe9785bd3f3bb,653.0,234978.0,85.18519,56.333332,52.499996,57.142857,62.0,UNRANK,1500.0,UNRANK,1500.0,2008-06-01,0.0,1
bc9bd30de535c8c7f2cd74081448d1d5,645.0,195345.0,53.333336,51.833332,51.333332,52.0,53.666668,GRAND MASTER I,3050.0,UNRANK,2300.0,2018-12-06,2.0,1
94af27aa83c61cb6057d962d80a26ec2,681.0,1212.0,48.333332,57.0,55.666668,64.666664,55.333332,UNRANK,2400.0,MASTER II,2799.0,2017-11-29,3.0,1
0352c6a768014a8e822fc3a2ac585319,672.0,32484.0,48.333332,56.166668,60.000004,68.0,56.333332,GOLD I,1897.0,SILVER III,1612.0,2005-09-25,3.0,1
ff5f71ebcc76a0023e80876aee9ed180,673.0,840.0,46.666668,49.833332,52.999996,58.333332,47.666668,LEGEND,3700.0,MASTER I,2400.0,2010-04-02,3.0,1
25a88ba1f53491b509c175ebe6af0c19,674.0,12594.0,48.333332,63.666664,58.666668,70.666664,59.666668,UNRANK,1950.0,UNRANK,1950.0,2006-02-15,2.0,1
e84846846074d3bbeb45a0baa10dc463,679.0,328.0,50.0,46.333332,42.666668,74.333336,48.0,SILVER III,1688.0,SILVER II,1496.0,2015-03-18,3.0,1
4dda57dbe645890347feb57dc86dc4e6,679.0,11696.0,100.0,74.333336,0.0,81.666664,0.0,UNRANK,1500.0,UNRANK,1500.0,2020-06-12,0.0,1
947a2b9f2b14c33d52b93331a348db13,676.0,40482.0,51.666668,63.5,66.0,69.666664,68.0,GRAND MASTER I,3095.0,GRAND MASTER I,3032.0,2014-04-01,3.0,1
dd7604c9123d076e9d1fc7617bf16838,674.0,155.0,76.666664,62.166668,65.0,73.666664,62.666668,UNRANK,1750.0,UNRANK,1750.0,2009-10-20,3.0,1
f4d3629a13a469c9cc50d3b48e6e579f,680.0,889.0,48.333332,49.5,50.333332,63.0,48.666668,GRAND MASTER I,3061.0,UNRANK,2400.0,2008-04-20,3.0,1
46aff34bc820e464f7abee5fa89e30df,683.0,34018.0,78.333336,58.166668,51.0,69.333336,72.380951,UNRANK,2000.0,UNRANK,2000.0,2016-08-26,2.0,1
61d3ef633109b47d4e8fe1762ea440ac,684.0,2384.0,56.666668,61.166668,58.0,71.333336,100.0,MASTER I,2529.0,MASTER II,2718.0,2011-08-24,3.0,1
6258b1f20213096112679f2257f52cbb,683.0,2128.0,50.0,52.499996,48.0,62.333332,51.0,SILVER III,1756.0,UNRANK,1550.0,2008-11-25,3.0,1
b5df85dcb741d84670dc2ca6360b1b44,682.0,8201.0,66.666672,54.210526,38.46154,63.725491,36.363636,GOLD II,2057.0,GOLD III,2253.0,2017-02-09,3.0,1
6d13f7344d5aee653d4f623344c801ec,685.0,42622.0,100.0,62.333332,60.666668,75.666664,53.333332,GOLD III,2303.0,MASTER III,2833.0,2012-04-11,3.0,1
278ba95b2addabb9edcc277def8a96be,684.0,2982.0,100.0,63.333332,61.333332,84.0,66.333336,GRAND MASTER I,3071.0,MASTER I,2400.0,2012-11-24,3.0,1
ce1a5c6fe0216202f940be27daf5a1cf,687.0,4911.0,95.0,51.833332,52.577316,61.0,66.666664,UNRANK,1400.0,UNRANK,1400.0,2011-10-22,3.0,1
25ff9051570c40213ef3e6452f4134f9,645.0,73870.0,86.666664,58.333332,54.666668,65.333336,50.0,UNRANK,1400.0,UNRANK,1400.0,2006-04-16,3.0,1
3f98539e614873797102e754873b881b,684.0,2111.0,50.0,57.833332,49.0,68.333336,56.333332,UNRANK,1535.0,GOLD III,2335.0,2011-08-15,3.0,1
f490ba66535ff10f1c2d87a0c7c3d9cb,690.0,16571.0,51.666664,51.833332,46.666668,60.666668,48.333332,UNRANK,1755.0,UNRANK,1800.0,2010-11-23,3.0,1
4253443af73006999fdee1a0bee00f2d,691.0,3004.0,100.0,71.5,77.666664,77.666664,72.0,UNRANK,1950.0,MASTER I,2400.0,2006-06-25,3.0,1
07b7a8900f1bf2754fbdfebc0ee88c5c,692.0,5431.0,58.333332,44.333332,50.0,51.666668,61.03896,UNRANK,1500.0,SILVER III,1799.0,2012-01-18,3.0,1
b9b659592387b4720333f1232376ab43,694.0,915.0,50.0,49.666668,46.666668,61.0,49.666668,GOLD I,1818.0,GOLD I,1802.0,2010-01-23,3.0,1
73ff95ff65289cdefab1d2fd698df089,694.0,994.0,100.0,59.090908,0.0,61.111111,0.0,UNRANK,1550.0,GOLD I,1818.0,2009-10-30,3.0,1
2935eedaca3f5d6453fd894e08be838e,695.0,1296.0,75.0,52.968037,50.0,63.636364,0.0,MASTER II,2650.0,UNRANK,2400.0,2015-07-03,3.0,1
94ae30ffbed3f35fb0bfb579643e573b,699.0,1485.0,53.333332,49.166668,50.333332,54.333332,50.666668,UNRANK,2400.0,UNRANK,2400.0,2005-11-28,3.0,1
d6cf12119bcd66714c95922f560ae8dc,697.0,256.0,95.0,62.666668,61.333336,81.0,58.666668,GOLD III,2378.0,UNRANK,2400.0,2016-02-08,3.0,1
48bec16f5cc92d9a112748fe35175b53,698.0,624.0,73.333336,55.833332,60.0,0.0,57.333332,GOLD III,2399.0,GRAND MASTER I,3075.0,2011-02-09,3.0,1
7005a72ff3cebf6121de204b4ddf42af,699.0,556.0,55.0,57.833332,62.0,66.666664,57.471264,MASTER III,2954.0,GRAND MASTER I,3050.0,2014-03-15,3.0,1
b1c090d0493f9e708e4796f05c2738f8,700.0,264.0,65.0,65.0,72.333336,84.666664,72.0,UNRANK,2400.0,MASTER I,2400.0,2016-04-18,3.0,1
f37d765295f9ebb1611fcbb19962327f,676.0,47710.0,73.333336,52.166664,49.666668,60.0,100.0,UNRANK,1500.0,UNRANK,1500.0,2014-01-08,2.0,1
0ca2a4083631691d9d35f6737a322ffd,702.0,31904.0,100.0,59.0,53.666668,70.666664,58.666668,UNRANK,1500.0,SILVER II,1489.0,2013-01-09,3.0,1
5e9587056cd610d14facddd0d83ee712,699.0,30868.0,98.333336,43.166668,34.333332,80.0,39.0,UNRANK,1500.0,UNRANK,1500.0,2010-01-22,2.0,1
81d427e54d953e876dc844269d61f060,704.0,24023.0,65.0,55.0,57.0,74.666664,55.0,GOLD II,2019.0,GOLD II,2025.0,2005-11-28,3.0,1
562fdd34b4014e932cf7998b412425e3,707.0,575.0,95.0,59.666668,60.333336,76.0,60.666668,UNRANK,2400.0,UNRANK,2400.0,2008-03-08,3.0,1
