recent_win_rate,recent_kill_death_rate,recent_assault_rate,recent_sniper_rate,recent_special_rate,ouid
23.333334,49.0,45.882355,61.0,49.0,20d7ef5a5f0c9027a9832e9f73980e53
55.0,59.500004,56.333332,70.333336,59.666668,3b9b8b6c99701e425ada3e0fc72322c1
100.0,77.160492,0.0,85.666664,0.0,d733e39cf5503960fb9cd0579d9890ad
100.0,56.0,59.666668,60.333332,66.333336,22084df93879de54941beef010532acf
100.0,70.5,69.0,80.0,65.333336,74f29f7711ab53794b07fe5912d6c12a
30.000002,47.666664,46.0,53.666668,52.333332,4395282272057620eb2458efacbfd9d6
50.0,51.666664,49.704144,60.666668,51.666668,1c7b3bb48bc506576e712675cee0eb3e
45.098038,54.391891,56.451614,0.0,58.46154,8b8435e18faf9002798dd6242f6e5d36
58.333332,59.166664,58.666668,72.333336,61.0,1b582f36ae431ec43cc2d2dca0bf339e
50.0,57.333332,66.333336,76.0,57.666668,5d85bab69f1f6eff7758de6f45da1c3e
48.333332,58.333332,60.333336,70.666664,58.333332,fc1a6eab9f421be155b7b9146335c44e
55.0,55.666668,50.666664,73.666664,47.333332,b380b2a67742eb44a200cb585e74d7f6
55.0,59.166664,60.666668,66.666664,56.666668,02d81b50de0ce438c9c21fd76ad53655
43.333332,53.374229,52.739727,67.346939,53.284672,f2088cb91ccd358567adeacfd672ef53
76.0,64.730293,57.142857,64.912277,71.21212,f9e93a0b2fec7db438bd28f6925a2f70
60.000004,58.833332,60.666668,68.333336,62.666668,dea48f896861786eed777dea79e29f98
86.666664,59.666668,57.0,74.0,60.0,e351bed0bd52e941c62b4df47399581f
45.0,54.666668,48.0,67.666664,45.0,7de1c247f0885a830cac74c8afca4560
48.333332,53.833336,55.333336,62.333332,44.0,1e0fd0ab10b5c4ffbb14770326588d8d
100.0,57.333332,57.666664,70.0,58.0,6029cea7766c06729f455389d0641624
98.333336,63.166668,66.666664,75.333336,64.333336,a88da456e8efee6b05e559ae3ab9fd5b
100.0,74.0,93.0,94.0,94.333336,5a1b09eb3fde9715e9fffb075ea8c0b1
51.666664,55.0,47.333332,65.0,54.166668,967f6b9bea9fbcad115ad36953447b64
36.734695,47.355164,47.916668,67.073174,80.0,9bd7d64578221963e442a931e5d4d89e
100.0,70.333328,71.666664,84.666664,68.0,44e182a35389fa081f00b2e82819159a
95.0,77.333328,75.847458,84.666664,66.336632,e9dac9c57af35bd8cf434e6239a9fc3f
100.0,69.166664,67.0,83.333336,51.666668,579146791d26cea6e11c6f7649f957b7
50.0,53.833336,53.333336,62.666668,50.666668,5915ed69ec8a8c2be7c3f4fbbfdfee40
100.0,72.5,70.0,89.333336,80.0,dd58a01cd9a23c6bfd068d0258eb4e72
98.333336,61.833336,64.333336,79.0,52.333332,a69148eef542904110a495c48b4bb35b
62.962959,47.166668,47.666664,67.333336,34.666668,47f564778ee893c688a7adc4c303c103
