character_name,character_date_create,character_create_type_name,character_class_name,character_nation_name,character_gender,character_exp,character_level,server_name,job
사신,2023-09-20T05:04:37.125Z,캐릭터_일반,주술사,고구려,M,47785132237267.0,887,진,주술사
헬로방방이,2020-07-24T12:05:40Z,캐릭터_일반,주술사,고구려,M,7.896454542191309e+17,895,진,주술사
김태희,2023-07-26T08:18:30.125Z,캐릭터_일반,주술사,고구려,F,1.9712215072708493e+18,885,진,주술사
패자,2020-07-23T04:03:17.875Z,캐릭터_일반,주술사,고구려,F,5.458153820689353e+16,866,진,주술사
영잼,2024-04-25T11:51:11Z,캐릭터_일반,주술사,부여,F,1.795907955489536e+16,868,진,주술사
룽지,2020-08-12T21:18:01.625Z,캐릭터_일반,주술사,부여,F,8.027845414259763e+17,852,진,주술사
악똥,2023-01-07T13:26:19.5Z,캐릭터_일반,주술사,고구려,M,1530341173105694.0,850,진,주술사
그린비트,2024-10-31T11:12:23.375Z,캐릭터_일반,주술사,부여,F,5.939229532674719e+17,840,진,주술사
이세계유학파,2024-10-07T23:57:14.375Z,캐릭터_일반,주술사,부여,F,1.2519200256161506e+17,844,진,주술사
휴지통비우기,2024-09-13T09:19:30.25Z,캐릭터_일반,도사,고구려,F,2.131053486224182e+18,888,진,도사
미소,2020-07-23T04:15:28.375Z,캐릭터_일반,도사,부여,M,6210483991236091.0,884,진,도사
포도,2020-07-29T14:09:40.375Z,캐릭터_일반,도사,부여,F,1.7216301861284483e+17,857,진,도사
김베리,2020-09-30T13:45:16.375Z,캐릭터_일반,도사,고구려,F,1.9052534527081776e+17,853,진,도사
파도,2020-07-23T04:08:22Z,캐릭터_일반,도사,고구려,M,1464243460372950.0,825,진,도사
하나,2020-07-23T13:47:09.5Z,캐릭터_일반,도사,고구려,F,1.1296446321975772e+16,817,진,도사
우산,2020-09-05T05:00:54Z,캐릭터_일반,도사,고구려,M,14979505664862.0,812,진,도사
순후추,,캐릭터_일반,도사,고구려,F,21718320748353.0,809,진,도사
챔잼,2024-05-05T12:12:14.125Z,캐릭터_일반,도사,부여,F,1197079659401025.0,818,진,도사
리지아,2024-04-18T12:17:13.125Z,캐릭터_일반,도사,부여,F,1.8461881327004588e+18,820,진,도사
질투,2020-07-23T04:07:41.75Z,캐릭터_일반,궁사,고구려,F,1803776782628378.0,899,진,궁사
황매화,2024-12-05T08:09:47.25Z,캐릭터_일반,궁사,부여,M,8187601120893521.0,842,진,궁사
릴릿궁,2022-12-21T12:16:49.75Z,캐릭터_일반,궁사,고구려,F,2.755387777619878e+17,833,진,궁사
법뚜껑,2024-10-30T15:22:39Z,캐릭터_일반,궁사,고구려,M,3.1973094892276824e+16,841,진,궁사
저격,2021-04-23T12:52:32.875Z,캐릭터_일반,궁사,고구려,F,3.735049308306945e+17,817,진,궁사
우주,2020-08-16T12:59:07Z,캐릭터_일반,궁사,고구려,M,7.794979764735099e+16,809,진,궁사
머쉬,2023-07-21T20:55:47.375Z,캐릭터_일반,궁사,고구려,M,1.962056779187024e+16,820,진,궁사
박꿍사,2024-08-11T09:35:57.125Z,캐릭터_일반,궁사,부여,F,5007018618240363.0,801,진,궁사
그까이꺼,2021-01-29T13:31:07.625Z,캐릭터_일반,궁사,부여,M,10982815486747.0,800,진,궁사
차카니,2023-04-22T13:08:35.375Z,캐릭터_일반,궁사,고구려,M,1.3182866846380614e+17,800,진,궁사
스탁,2020-07-23T04:33:34.25Z,캐릭터_일반,천인,부여,M,1.7130592250128664e+16,899,진,천인
황천행,2020-08-01T01:53:54.5Z,캐릭터_일반,천인,고구려,M,1.4704407655988895e+18,875,진,천인
바보야,2024-03-09T13:51:22.125Z,캐릭터_일반,천인,고구려,M,2.4690961124643475e+17,855,진,천인
천십십사기,2023-08-17T06:28:01.75Z,캐릭터_일반,천인,고구려,M,1.9808606830291146e+17,832,진,천인
쏭이,2024-09-06T02:18:51.75Z,캐릭터_일반,천인,부여,F,2.8455595870740774e+17,825,진,천인
삽살개,2024-09-06T15:54:06.375Z,캐릭터_일반,천인,고구려,M,6.80464819168613e+17,845,진,천인
모나양,2024-08-30T18:59:42.25Z,캐릭터_일반,천인,부여,F,6.5224397360404536e+16,807,진,천인
마키나,2024-12-11T12:08:19.25Z,캐릭터_일반,천인,부여,F,1.433042739273094e+18,800,진,천인
시리피스,2024-09-24T12:18:49.625Z,캐릭터_일반,천인,부여,M,1.551837572258779e+17,812,진,천인
상무천,2023-09-25T05:24:57.375Z,캐릭터_일반,천인,고구려,M,3.828302390925258e+17,816,진,천인
블랙,2022-07-23T03:59:19.25Z,캐릭터_일반,마도사,고구려,F,1.1216627996348626e+16,845,진,마도사
진실,2020-07-23T04:02:54.25Z,캐릭터_일반,마도사,고구려,M,2.8587590567286502e+17,816,진,마도사
프리,2020-07-23T08:13:08.375Z,캐릭터_일반,마도사,고구려,F,6082400221673999.0,816,진,마도사
김연아존예,2024-09-18T17:18:36.375Z,캐릭터_일반,마도사,고구려,M,1176354799479375.0,805,진,마도사
메에,2020-07-23T07:32:35.5Z,캐릭터_일반,마도사,부여,F,4.885871771804878e+16,804,진,마도사
네코광폭,2025-02-27T12:05:11.875Z,캐릭터_일반,마도사,고구려,M,7.912380926736315e+17,800,진,마도사
마뚜껑,2024-12-17T06:22:42.375Z,캐릭터_일반,마도사,고구려,M,7.262224454770018e+16,800,진,마도사
시리스,2024-12-08T11:31:33.125Z,캐릭터_일반,마도사,부여,F,4.6913540976660936e+16,806,진,마도사
아카츠키버프,2020-08-03T12:52:36.125Z,캐릭터_일반,마도사,고구려,M,7.095149678040796e+16,802,진,마도사
버프내놔,2024-12-05T11:32:26.25Z,캐릭터_일반,마도사,부여,M,4.09217610139297e+16,800,진,마도사
피트,2020-07-23T04:39:30.25Z,캐릭터_일반,영술사,부여,F,1.3099085549389885e+18,899,진,영술사
신주,2021-08-29T11:09:09.875Z,캐릭터_일반,영술사,부여,M,1.9808084089830671e+18,896,진,영술사
차크라,2020-09-20T04:57:18.875Z,캐릭터_일반,영술사,부여,M,3977855358944315.0,818,진,영술사
유난,2020-08-12T15:57:59.125Z,캐릭터_일반,영술사,고구려,F,2.6597199854005984e+16,813,진,영술사
태구,,캐릭터_일반,영술사,고구려,F,15683581064993.0,801,진,영술사
의식,2020-08-12T15:32:53.125Z,캐릭터_일반,영술사,고구려,F,3998823127436860.0,801,진,영술사
현신,2020-10-16T11:28:59.25Z,캐릭터_일반,영술사,부여,F,8.104693626369822e+16,802,진,영술사
사스케,2021-07-29T04:58:35.625Z,캐릭터_일반,영술사,고구려,M,6.2433115970239224e+16,800,진,영술사
귀법,2024-04-27T10:14:52.125Z,캐릭터_일반,영술사,부여,F,1.3240184390838939e+17,807,진,영술사
일라,2021-06-01T14:50:23.125Z,캐릭터_일반,영술사,고구려,M,1.0789323802108294e+17,800,진,영술사
죠쓰,2020-07-23T09:44:47.875Z,캐릭터_일반,차사,부여,M,9540995079063394.0,899,진,차사
래자,2020-07-25T08:14:48.25Z,캐릭터_일반,차사,고구려,F,9.772359374147946e+16,803,진,차사
당월,2024-08-27T01:14:50.25Z,캐릭터_일반,차사,부여,F,1.603949738628544e+16,800,진,차사
사신삼,2020-07-30T12:19:04.125Z,캐릭터_일반,차사,고구려,M,2189324522446464.0,801,진,차사
소수,2020-08-12T15:02:39.875Z,캐릭터_일반,차사,부여,F,1.1365786978274867e+18,810,진,차사
깡철,2020-08-01T01:39:38.75Z,캐릭터_일반,차사,부여,M,2.4869426459911264e+16,807,진,차사
케뽀,2021-07-31T09:17:04.5Z,캐릭터_일반,차사,부여,M,9.773043138793712e+16,801,진,차사
동계,,캐릭터_일반,차사,부여,M,929859513964.0,793,진,차사
혜카,2024-12-15T09:37:40.25Z,캐릭터_일반,차사,고구려,F,6604722129331423.0,780,진,차사
미아리,,캐릭터_일반,차사,부여,M,188004429693695.0,790,진,차사
바견아,2024-09-29T14:28:12.625Z,캐릭터_일반,살수,고구려,M,2.0955824278502377e+18,888,진,살수
바나낫,2021-12-24T19:41:27.25Z,캐릭터_일반,살수,부여,F,1177224247502978.0,814,진,살수
차밍,2022-09-07T04:54:35.875Z,캐릭터_일반,살수,고구려,M,2.3091559007955578e+17,835,진,살수
참수,2024-02-10T17:41:55.25Z,캐릭터_일반,살수,부여,M,6.026933865307626e+17,815,진,살수
마피아빈센조,2021-12-22T07:21:21.375Z,캐릭터_일반,살수,부여,M,1.5775447680587716e+16,802,진,살수
명쾌,2025-05-02T06:48:39.125Z,캐릭터_일반,살수,부여,F,1.0423023911301715e+17,806,진,살수
포비츠,2025-02-08T13:18:43.5Z,캐릭터_일반,살수,부여,F,1767215145693.0,791,진,살수
자체,2023-12-25T15:19:50.375Z,캐릭터_일반,살수,부여,F,1285325248539359.0,798,진,살수
수고,,캐릭터_일반,살수,고구려,M,62259724464443.0,793,진,살수
디귿,2024-01-09T17:10:27Z,캐릭터_일반,살수,부여,F,1.372021534174149e+16,769,진,살수
